id,patron_id,library_id,date_checkout,date_returned
2k0jAAAAMAAJ,cf32c088ef0db757c905db0af2c9d83f,zzw-223@5xc-jv7-ct9,2018-10-13,2018-10-24
W4pIAQAAIAAJ,cd49b723b4c8c83832ad22378dd0d2d4,224-222@5xc-jw2-t9z,2018-06-23,2018-06-28
1_1OtAEACAAJ,bd00c3893667d66c5906609c13e1e807,222-222@5xc-jv5-nt9,2018-04-28,2018-05-04
bz87AQAAMAAJ,16efbf65cd5a57350667900ac95584e8,22d-222@5xc-kcy-8sq,2018-07-13,2018-07-22
sxF-zkQY-NsC,fbbe6cb5a55f0f3e1e5a918fffa4cf15,224-222@5xc-jw2-t9z,2018-09-23,2018-10-18
PAo1AAAAMAAJ,9c7a695a56aca7ebe1882f12fc44c3d6,222-222@5xc-kkw-bzf,2018-02-03,2018-02-15
tvo3LZ-Qms0C,4d82ddf55021bcf3ed07ebce739495f5,224-222@5xc-jw2-t9z,,2018-06-26
kTfWdFgNUT0C,e40724377df6321259e861c3329e4940,223-222@5xc-jxr-tgk,2018-03-26,2018-04-11
8XFFO-MK13QC,9180ffebcd734d6059b496fe7cbac483,22c-222@5xc-jwj-pvz,2018-10-19,2018-10-26
VRlFAQAAMAAJ,3a187ce850697bb2f8e79084b489ada8,226-222@5xc-kc4-fpv,2018-10-29,2018-11-20
MOewp6bCFfgC,4ff7c30df3e285d088019b075643ee4c,22d-222@5xc-kcy-8sq,2018-05-14,2018-06-10
3pK1bx6NZDMC,650ac33d3c1493ed1c6c4c1f0365d4d1,226-222@5xc-kc4-fpv,2018-04-22,2018-06-24
adsDAAAAMBAJ,61dfd4dffd76772b79f3cd7017f1e030,222-222@5xc-jvf-skf,2117-06-10,2018-02-15
WXssAAAAYAAJ,d61567b45925ac3365dd30e5dcf8242e,224-222@5xc-jw2-t9z,2018-11-07,2018-11-25
H31XAAAAMAAJ,4223ac099ff759ed112d2f3da1f52610,223-222@5xc-jxr-tgk,2018-03-13,
EbxXAAAAMAAJ,f745e2d5f09018983c13f30132e41bcc,222-222@5xc-jvf-skf,2018-06-30,2018-07-25
W58mAQAAIAAJ,60a31afe364a72ec766348ff7f1a8271,228-222@5xc-jtz-hwk,2018-10-19,
5f1FAQAAMAAJ,c22b6f5fac06d179893a2f9d942ecfd1,222-222@5xc-kkw-bzf,2018-11-02,2018-10-22
a-4qAQAAMAAJ,da87c0c54985ccf0233f76cc2ee7c2cd,226-222@5xc-kc4-fpv,2018-05-15,2018-05-26
BTCUDwAAQBAJ,cef2b419a2de9eb6462138a7003822c0,zzw-222@5xc-jv4-789,2018-12-31,2019-03-18
K9kDAAAAMBAJ,bfecf0b444fc5ea182358bb30b789377,22c-222@5xc-jwj-pvz,2018-04-21,2111-07-07
PSmsBwAAQBAJ,7eaca3b35ad78bfd7b20045fc45cf064,226-222@5xc-jxj-7yv,2018-04-02, 2018|05|13
bbbFl0dt6WIC,fba24f65d03fe11f17bd37ed8a795648,zzw-223@5xc-jv7-ct9,2018-11-22,2018-12-04
2hoDAAAAQAAJ,3d155b4eb4072adf7db470192d1007fe,226-222@5xc-jxj-7yv,,2019-01-06
SovM2UsP7nAC,db7060830d3f0f7cd8487c054a433086,zzw-223@5xc-jv7-ct9,2018-12-26,2019-01-05
8OUDAAAAMBAJ,9a82e0294806f1202045279075a3d13f,222-222@5xc-jxp-rp9,2018-09-14,2018-09-24
egEeAQAAIAAJ,f728b45b98ec89e3264bff0acdfc509f,zzw-222@5xc-jv4-789,2018-06-23,2018-07-12
2k0jAAAAMAAJ,04c4ba62e4d13d2c6ccc13c4cb1ed2af,23v-222@5xc-jv7-v4v,2018-08-28,2018-09-08
C4lNAAAAYAAJ,ec2ccdab2efbef39d42eae5e019cb439,22c-222@5xc-jwj-pvz,1803-05-06,2018-10-12
qgI5AAAAMAAJ,0e65b0999f89fbaad57871da89fe362b,228-222@5xc-jtz-hwk,2018-07-17,2018-07-22
gTygAAAAMAAJ,681c74e761335b617147bd12cf378de2,zzw-222@5xc-jv4-789,2018-08-11,2018-08-17
ZjZOAAAAMAAJ,1a8ae1515cc1bb50b27a719efe148f1e,226-222@5xc-jxj-7yv,2018-10-30,2018-11-04
2g0FAAAAQAAJ,e1852703d42b0cc1aebe6ac56566d5b7,zzw-222@5xc-jv4-789,2018-02-24,
2hoDAAAAQAAJ,ed426fa0e3920bd0bf5a81faf3ecd92f,222-222@5xc-kkw-bzf,2120-05-08,2018-09-03
lkObok4vI7sC,5fc50bd7927e2bd51e7d18c21ad5fcff,222-222@5xc-jxp-rp9,2018-02-06,2018-02-19
li4WAAAAYAAJ,2534c9d6843ec2817f47f39a9e9945cb,22d-222@5xc-kcy-8sq,2018-10-14,2018-10-30
Oxw2AQAAMAAJ,655680293045bf50cac3ee94031df00a,222-222@5xc-jvf-skf,2018-09-17,1813-06-25
ygoFAAAAQAAJ,69cdf5e06cd7544255ee0dac76b45621,227-222@5xc-jww-btv,2018-05-28,2018-06-08
ZAtjZwZN5pcC,237a5ae845a56b107c72f7456d09cb5e,223-222@5xc-jxr-tgk,2018-05-26,1803-03-14
rEIrDwAAQBAJ,2bdf9b90ba15b56a229abb3be250baff,222-222@5xc-jvf-skf,2018-01-17,2018-02-10
Oxw2AQAAMAAJ,227306426085534f0a77eb4058f71003,22d-222@5xc-kcy-8sq,2018-01-19,2018-05-02
CW-7tHAaVR0C,1655980996bec49250e0bf12764fdd11,226-222@5xc-jxj-7yv,2018-02-20,2018-03-02
gTygAAAAMAAJ,1a36d92b88b66a8b0e7ee8d6b9726232,zzw-224@5xc-jwv-2rk,2018-02-19,2018-03-17
oObQOTJbpuoC,59122a7390e6980d1e2fe1f5e2e55a0e,225-222@5xc-jtz-hkf,2018-12-07,1806-04-26
Oxw2AQAAMAAJ,624714b6d723e70dce56f7ea308c8262,224-222@5xc-jw2-t9z,1806-12-05,2019-01-14
1fQuLiaGY4YC,4e0153c3cf3edda1bf24cef6d389965e,22c-222@5xc-jwj-pvz,2018-12-01,1804-11-06
1hZrAAAAMAAJ,1a64f4853109165fd2ea15dac67fab37,22d-222@5xc-kcy-8sq,2018-07-16,2018-08-02
4zqgXdITQuAC,6b3fc602c535eced1428752c1b06e4a2,226-222@5xc-kc4-fpv,2018-08-19,2018-09-02
f3SnKTZT_WMC,4e3c01e2870a1680e68a9131fd7b7e3a,zzw-222@5xc-knn-c5z,1806-10-30,2018-05-09
eLgobuBJQXYC,3cc5c89736daff49b9e0f476960cca3a,227-222@5xc-jww-btv,2018-09-15,2018-09-26
kTfWdFgNUT0C,921ed4b9590e90dfcee73323859eacbe,zzw-222@5xc-jv4-789,%2018/02/26,2018-03-25
atxXg5k9wrMC,59f403406fe6523aba62e51117050f8d,226-222@5xc-kc4-fpv,2018-04-26,1811-10-29
z9-lHMQjvD0C,b3a6b739c121844758cff3147917b7a4,222-222@5xc-kkw-bzf,2018-07-19,2018-08-07
FTMAAAAAQAAJ,763d40e1589ae94d307847e808c63088,zzw-223@5xc-jv7-ct9,2018-01-11,2018-02-01
E741AQAAMAAJ,8f8c900202b55a61be1d72cc947245a1,228-222@5xc-jtz-hwk,2018-10-20,2018-11-16
SFlXRT466dsC,adec8842e8d5a04bc4b5dab4fe957a95,zzw-224@5xc-jwv-2rk,2018-03-30,2018-08-03
4zqgXdITQuAC,af803f142a137653390a595098a4cf80,226-222@5xc-jxj-7yv,2018-02-16,2018-02-21
RtFBAQAAMAAJ,5a0b9d23f336e421abca06903ac37a2f,227-222@5xc-jww-btv,2018-04-07,2018-05-03
BHBVUs2fZC0C,90909765253c499ac53838e63da87353,222-222@5xc-kkw-bzf,2018-08-31,2018-09-19
8OUDAAAAMBAJ,f8821e80b1382c2c493da4c0e271f382,226-222@5xc-kc4-fpv,2018-04-24,2018-05-18
Bjk9AQAAIAAJ,1b265aea309f0bab6400324de45c6df0,23v-222@5xc-jv7-v4v,2018-12-12,2018-12-29
uW1BAQAAMAAJ,6f545f3d3f78237219602f877ecbf149,zzw-222@5xc-jv4-789,2018-04-17,1809-04-01
hCVACwAAQBAJ,46f585d7d7e67a1b08e1c1c764a3340f,zzw-223@5xc-jv7-ct9,2018-07-06,2018-07-17
tjYSQXeKUA4C,4ae898c0c4c157683ce23eecb7c7b213,222-222@5xc-jxp-rp9,2018-03-16,2018-03-30
bRY9AAAAYAAJ,f1228042757691ed0c9883e75732df86,228-222@5xc-jtz-hwk,2018-09-05,2018-09-28
gTygAAAAMAAJ,151dbe8fcf5e3fc4e0fdcc302abe3f29,22c-222@5xc-jwj-pvz,2018-12-04,2019-01-20
DFtEAgAAQBAJ,04b0dff276aa4a689485e81875be77ce,zzw-222@5xc-jv4-789,2018-10-13,2018-11-05
eddEAQAAMAAJ,e25308d750296fb2391595949420f496,226-222@5xc-kc4-fpv,2018-11-14,2018-11-30
PvxOPgAACAAJ,2b195673a791f3025d4e4e42b02aeb31,223-222@5xc-jxr-tgk,2018-01-05,2018-01-25
gM80AQAAMAAJ,a4cbb0df5b69212722383f87b2e0e3cd,222-222@5xc-jvf-skf,2018-11-10,2018-11-25
NtxlrgEACAAJ,b1bc63273486d7c9d07569d148516c66,22c-222@5xc-jwj-pvz,2018-03-17,2018-04-02
o_ALItXuXycC,fe85b9179741d84025ba6404c2fda1a1,zzw-222@5xc-jv4-789,2018-12-05,2018-12-27
frzDCQAAQBAJ,e1dfe137bb6573f248888f8f53732b01,223-222@5xc-jxr-tgk,2018-08-24,2018-11-06
tjYSQXeKUA4C,a25175379b1a217488441a6008b1b523,zzw-224@5xc-jwv-2rk,2018-11-03,2018-11-25
iQ22DwAAQBAJ,01e5eca8880f6d553b49d8aa1e209737,222-222@5xc-jvf-skf,2018-12-13,1802-05-23
_JTWMD_Cm-QC,8316ccfe85a8da1c95adf3645967bb7e,226-222@5xc-jxj-7yv,2018-02-16,2117-01-03
XX_lWIioipsC,c7800e6423e4fba692dc2bc4b8e1d8e7,226-222@5xc-kc4-fpv,2018-09-26,2018-10-19
V74zAQAAMAAJ,b31bf413a5b3856a55c89b8e13c74154,zzw-223@5xc-jv7-ct9,2018-07-03,2018-07-30
PAo1AAAAMAAJ,679de7cb4869faf2e4d30a74e5e95fb6,22d-222@5xc-kcy-8sq,2018-05-29,2018-06-17
TH8SSrWcVQ4C,22cb9851885bc3fcdc10c7430a5c0413,223-222@5xc-jxr-tgk,2018-06-04,2018-06-15
k1id3CBVsQ4C,249ffddc923ded6345c305cfc7bcf67d,zzw-224@5xc-jwv-2rk,2018-05-23,2018-05-31
CMlXAAAAMAAJ,eca90579e944ce0c73ab6baf8a13101f,222-222@5xc-jv5-nt9,2018-02-22,2120-09-14
_L9IAAAAYAAJ,5d0b73c12d17deb7ff692dd8ff4dfb38,23v-222@5xc-jv7-v4v,2018-07-17,2018-08-10
HUX-y4oXl04C,3fa0ad163470ae588dbff044328de641,222-222@5xc-jv5-nt9,2018-02-16,2018-03-03
9q1LAQAAIAAJ,dd6a1f91ef5f2070450458db1796ac1d,227-222@5xc-jww-btv,2018-02-09,2103-11-05
Y1rFswEACAAJ,cdd36cdf8ec0948776d0921cac882395,223-222@5xc-jxr-tgk,2018-08-02,2018-08-13
VibSCgAAQBAJ,60c40a26afc5a949487a397370b51a57,223-222@5xc-jxr-tgk,2018-06-21,2018-07-09
sWWsivhrXn4C,19c3af0fa0499d05deae8b0824c977e2,225-222@5xc-jtz-hkf,2018-03-25,2018-04-05
2hoDAAAAQAAJ,438003c72dcd3ec957c0c8cc0111ea6f,222-222@5xc-jvf-skf,,2018-10-23
eLgobuBJQXYC,5be88ef595081fc61b6ab6d662a03a2a,228-222@5xc-jtz-hwk,2018-06-30,2018-07-07
8MzgAQAACAAJ,d790fad1e6e3947046a753cb66f2238a,zzw-224@5xc-jwv-2rk,,2019-01-21
5JJMAQAAMAAJ,b245b6cb1c132b4cf3c37b06e0f62a45,223-222@5xc-jxr-tgk,2018-03-25,2018-04-01
ljwyAQAAMAAJ,8b393ea8858052b0cf9e3ac5a40f86e2,228-222@5xc-jtz-hwk,2018-06-23,2018-07-02
CW-7tHAaVR0C,75ace314e96cf6030f55010555e3c57c,zzw-223@5xc-jv7-ct9,2018-03-26,2018-04-17
EbxXAAAAMAAJ,fad83aca74746bde6653bc8ad050e7fc,226-222@5xc-jxj-7yv,2018-12-13,2018-12-22
nndUAAAAMAAJ,abb9421a20c0a1d0529bd5248cde897c,zzw-224@5xc-jwv-2rk,2018-06-08,2018-06-19
ygoFAAAAQAAJ,8426ae41b017992a44d395b8ef361d32,zzw-224@5xc-jwv-2rk,2018-02-14,2018-03-02
8OUDAAAAMBAJ,c6a55b121d9a885c66435777d19efb94,222-222@5xc-jvf-skf,2116-03-13,2018-04-04
VL0QGySiaDMC,ad9c42ece4a72bf92a2805926ca7ef76,22d-222@5xc-kcy-8sq,2018-07-02,2018-07-21
7T9-BAAAQBAJ,b1b2bd87045d7a18ede00c39c77ca049,228-222@5xc-jtz-hwk,2018-08-14,2119-04-15
k1id3CBVsQ4C,29ad847824033178eb01693a01de08fe,227-222@5xc-jww-btv,2108-12-15,2018-12-17
qPTH2LBNcJEC,5a914a7f2e6afc16221da6870551cd63,zzw-223@5xc-jv7-ct9,2018-08-19,2018-09-06
sBmIDwAAQBAJ,604b1dd1a5565bea7b40626f8fda118e,224-222@5xc-jw2-t9z,2018-10-23,2018-10-30
DFtEAgAAQBAJ,b23cdec4771a20a5622e8045ed21ea93,zzw-222@5xc-jv4-789,2018-11-15,2018 11 29%
rEIrDwAAQBAJ,deb55ba9015162c42a94232b64eaddb8,224-222@5xc-jw2-t9z,2018-06-23,2018-07-01
vYOofF63aBoC,700cdc62f70db919daefa4494a443b14,zzw-222@5xc-jv4-789,2018-01-05,2018-01-20
N9V34rWEOGcC,acd2c173eef280129c8782c164907fa9,222-222@5xc-kkw-bzf,2018-03-07,2018-07-30
5f1FAQAAMAAJ,f0b57be92f5dc5e76bc39399b3766d35,222-222@5xc-jxp-rp9,2018-12-27,2019-03-18
Q14YAAAAYAAJ,07ab29834f65afa87a77aaaf16da407b,222-222@5xc-jvf-skf,2018-02-20,2018-03-09
2uuX1zhTFakC,20117ba892411ea39300aeb38c3ad0b5,22c-222@5xc-jwj-pvz,2018-01-19,2018-01-28
XX_lWIioipsC,04183827b3d3b74dc4a3fb48935f415c,222-222@5xc-kkw-bzf,2018-06-27,2018-07-23
Q14YAAAAYAAJ,151baa8710c7e7de825dda3e8ef4f547,222-222@5xc-jxp-rp9,2018-08-10,2018-09-05
4Z9JAAAAMAAJ,41e432e8888767b028a039d951a95f9b,zzw-222@5xc-jv4-789,2018-01-08,2018-01-19
DlN0CAAAQBAJ,5c12ef319aafbbb992a8ba68eee91a00,223-222@5xc-jxr-tgk,2119-02-03,2018-06-27
e3XVAAAAMAAJ,ae3e585c218d8cf4dedf7c7b34bd3f60,222-222@5xc-jxp-rp9,2018-06-02,2018-06-17
59sDAAAAMBAJ,53abc8e29df808e9af1cc62ebbb9b433,22c-222@5xc-jwj-pvz,20180804 ,2018-08-29
eBcFQ3DUcQEC,cdd352a8a6cebbe49b95d0e8284614a9,226-222@5xc-kc4-fpv,2018-01-27,2018-02-13
T7tYAAAAYAAJ,bf8617d61dd321ba00f2d8994cc17656,22d-222@5xc-kcy-8sq,2018-02-12,2018-02-21
lMkmAQAAMAAJ,53180cf0fa221158e495b9ad06d562be,227-222@5xc-jww-btv,2018-05-27,2018-06-22
teQaAQAAMAAJ,a49221dafa9fb9b52d3f5078da2c14d4,222-222@5xc-jxp-rp9,2018-12-04,2018-12-28
Un4rNUxkfOoC,a3b33078b567a95945b6600224885f23,222-222@5xc-kkw-bzf,2018-09-30,2018-10-23
VYgqsn81c0sC,346a9f0ae77f62245ef24fa9ba6bd060,222-222@5xc-jv5-nt9,2018-09-26, 20181006
OQ6sDwAAQBAJ,71525a6efb08bee81c030dbbaa32944b,23v-222@5xc-jv7-v4v,2018-07-16,2018-08-10
ih402g7bNXYC,8fd7b8b2619fa8243a5db3be52749246,222-222@5xc-jv5-nt9,2018-11-13,2019-04-17
dOmrLm5Jq4AC,c727b3f2b6f6547df70e9f1673d77c82,23v-222@5xc-jv7-v4v,2018-10-02,2018-10-10
Oxw2AQAAMAAJ,1490a33902f68ac539c87f49f279e14d,226-222@5xc-jxj-7yv,,2018-06-01
OK_0vJSsRKkC,ecf3e3a5941f0d70a960ee4b3cfdeed3,226-222@5xc-jxj-7yv,2018-04-07,2018-04-15
ljwyAQAAMAAJ,4fe5ae447aa8aac0532222b45c217b1f,222-222@5xc-kkw-bzf,2018-07-19,2018-08-09
nxbe7rKy5kkC,ca89445b9532ebe80de1bd993e4c2449,225-222@5xc-jtz-hkf,2018-02-07,2018-02-12
s746AQAAIAAJ,73b520769c42250f07927d018f46e4cb,222-222@5xc-kkw-bzf,2018-06-22,2018-07-14
D0JSAQAAMAAJ,49cc7459b1cb13c8634483718ce56643,zzw-222@5xc-jv4-789,2018-09-21,2018-10-17
rEIrDwAAQBAJ,66fa29f4ece6fbff6535876f4d68436f,223-222@5xc-jxr-tgk,2018-08-29,2018-09-22
yai7kyQfq1gC,faf01b0fdb64a733c616eb1ba00058b3,226-222@5xc-kc4-fpv,2018-03-21,2018-04-15
5JJMAQAAMAAJ,69cf8183728442137f1ce0e726779be9,22c-222@5xc-jwj-pvz,2018-12-16,2018-12-27
sm2CDwAAQBAJ,189905ecc2c6d7ab2d728c706e4c32d0,224-222@5xc-jw2-t9z,2018-11-07,2018-10-13
mR9eAgAAQBAJ,1cd9493eb0e38f3a711262053928f21a,222-222@5xc-jxp-rp9,2018-01-02,2018-01-17
4Z9JAAAAMAAJ,b1c7048f74aafa4a03599a5b136a7eef,zzw-224@5xc-jwv-2rk,2018-03-17,2018-05-26
K5SYITH0vRIC,1625540d906d2366b416c361c2372cbc,222-222@5xc-jxp-rp9,2018-05-06,2018-05-30
rcrCAgAAQBAJ,52bfb98f414182240cfdc00400554ec2,23v-222@5xc-jv7-v4v,2116-10-05,2018-08-29
E741AQAAMAAJ,77f51922e9a5915febec5f6dca4723f2,zzw-222@5xc-jv4-789,2018-09-12,20180927
bRY9AAAAYAAJ,8027a979bf8d3dcb09425e7b5a23e3ed,23v-222@5xc-jv7-v4v,,2019-01-27
OQ6sDwAAQBAJ,9319b2800cd0d29e6b36b032c5b05f1f,22d-222@5xc-kcy-8sq,2018-04-26,2018-05-12
RtFBAQAAMAAJ,6d177b0f8fcd02b3ba500bfe17523596,226-222@5xc-kc4-fpv,,2018-05-21
hVFwAAAAQBAJ,b334b49df32aa1d4b758973161cd25d1,222-222@5xc-jvf-skf,2018-01-09,2018-01-30
tCFxM82-w10C,3db1380d75032ad5b3e9004a5288672e,226-222@5xc-jxj-7yv,2106-08-18,2018-09-22
pEWgAAAAMAAJ,219b99d8646318af8c42ab199371f1c2,23v-222@5xc-jv7-v4v,2018-12-21,2018-11-08
7T9-BAAAQBAJ,7a8166b98a6cb6cffcb836cf5a72851c,222-222@5xc-kkw-bzf,2018-12-24,
NtxlrgEACAAJ,1e50f752b7e058093f409a0a8c1e8d03,226-222@5xc-kc4-fpv,2018-08-17,2018-09-03
1hZrAAAAMAAJ,507a36937127f9cc992199e345a6a4f8,223-222@5xc-jxr-tgk,2018-01-09,2018-01-26
1_1OtAEACAAJ,101910f99e91aa2a06db21340327727d,222-222@5xc-jvf-skf,2018-11-05,2018-11-23
VzhUAAAAYAAJ,f12399317877635f08bf385a476f2bff,227-222@5xc-jww-btv,2018-06-04,2018-06-19
sWWsivhrXn4C,08c030fedb5b8a971f1ba382a0742729,223-222@5xc-jxr-tgk,2018-11-16,2018-12-11
TAQaaPpkmokC,945a81dc3eb0af01cd40f94251f20611,227-222@5xc-jww-btv,2018-01-02,2018-01-18
rcRfT5Doh1kC,f93b07efd42c831888ea6964b1cc91ed,zzw-223@5xc-jv7-ct9,2018-01-11,2018-01-31
2uuX1zhTFakC,693744ba6410d7d8fb0ac251fd13fd39,23v-222@5xc-jv7-v4v,1815-07-15,2018-07-06
e3XVAAAAMAAJ,864bb31a14862a9cd44e89c03c7a07c0,zzw-224@5xc-jwv-2rk,2018-04-29,2018-05-18
Q14YAAAAYAAJ,2140434d5d00f7b50ebcbcf8d1ece82b,223-222@5xc-jxr-tgk,2018-05-09,2018-05-21
h9QcAQAAMAAJ,4cc14b8a4eeadfa67ca38705bede90c9,22d-222@5xc-kcy-8sq,1820-09-05,2018-04-28
VL0QGySiaDMC,d0fde71d501ffc7b63747573fcdcef96,224-222@5xc-jw2-t9z,1817-07-29,2018-02-17
PjQDAAAAQAAJ,bd04bc769fba00315c2def5a5b087b9b,222-222@5xc-jxp-rp9,2018-08-03,2018-08-21
ZapAAAAAIAAJ,ba4e15f0f7f4babb453a2c675b349613,223-222@5xc-jxr-tgk,2018-03-10,2018-04-03
teQaAQAAMAAJ,fd5068ae0fac7e726c8f6fd78616f890,227-222@5xc-jww-btv,2018-07-03,2018-07-23
pEWgAAAAMAAJ,4eafd62074535a172de00379af9ea4f7,224-222@5xc-jw2-t9z,2018-06-03,2018-05-29
CW-7tHAaVR0C,3ec5faacf1de72e8364f534d454ff966,227-222@5xc-jww-btv,2018-09-13,2018-09-21
3pK1bx6NZDMC,0f13514200537a07326f8d752d5b53b2,226-222@5xc-jxj-7yv,2018-12-08,2018-12-25
Q14YAAAAYAAJ,3c9d00babd628f4927f4f7d2e2bcfd24,22c-222@5xc-jwj-pvz,2018-12-28,2019-01-02
E741AQAAMAAJ,07aca19e7297472c1ebd54da682766a8,22d-222@5xc-kcy-8sq,2018-05-30,2018-06-21
hd-_y8FG8c4C,66bfef0dd7d2bbe4166d2a961d79172f,zzw-223@5xc-jv7-ct9,2018-03-09,
W4pIAQAAIAAJ,9164aa48b6e6bc44d8cab3d65879bf47,222-222@5xc-kkw-bzf,2018-07-26,2018-08-04
B7JZ3D7WU80C,e8ccaf2005dd57624f430ec9dea672b1,222-222@5xc-jvf-skf,2110-07-16,2018-07-12
mammQZOMCzcC,50c5618b3003ceb3b8a38ee6c5b91864,23v-222@5xc-jv7-v4v,2018-11-30,2018-12-26
bRY9AAAAYAAJ,5e157124236f5506cf8b97e3540c3bf2,225-222@5xc-jtz-hkf,%2018 07 23,2018-07-31
DUoJAAAAIAAJ,bd5676bc2fe8eb03a870471646325b39,225-222@5xc-jtz-hkf,2018-12-09,2018-12-30
_JTWMD_Cm-QC,84046666161f69e505777fb7a042f3aa,zzw-224@5xc-jwv-2rk,2018-05-01,2018-05-11
tAyspwAACAAJ,a33b20b111eb5f93988bc1d87dc48e41,223-222@5xc-jxr-tgk,2018-12-09,2018-12-16
sxF-zkQY-NsC,231ab2482fbf70fafeb7e5612380a9e7,zzw-224@5xc-jwv-2rk,2018-12-04,2018-12-29
A-HthMfF5moC,82b9010fa40a3850c08bc55aca88057b,222-222@5xc-jxp-rp9,2018-03-30,1807-10-01
adsDAAAAMBAJ,d757ddd3681986e7b255b8cc81c06ced,23v-222@5xc-jv7-v4v,2018-03-22,2018-03-28
pIIkAQAAMAAJ,22e42e5a878a0515ad7cad82ff6ae197,222-222@5xc-jv5-nt9,2018-02-13,2018-03-04
kdDDAgAAQBAJ,af715eb8bca7b93109e8c0cd1d61e502,224-222@5xc-jw2-t9z,1816-04-26,2018-11-16
H31XAAAAMAAJ,a708f7738a07f28e45b7501457b710bf,22c-222@5xc-jwj-pvz,2018-09-17,2019-02-18
iGoXAQAAMAAJ,68353a9bc4ee473e5078f53c1ae3bcb0,zzw-222@5xc-jv4-789,2018-05-23,2018-06-08
E741AQAAMAAJ,b9ebbce53a634f7faa04c3b3556d8d96,zzw-223@5xc-jv7-ct9,2018-12-23,2019-01-13
MOewp6bCFfgC,0caf6fa42afd323e2f6f7c32c8772c31,227-222@5xc-jww-btv,2018-02-16,2018-03-13
a-QDAAAAMBAJ,2d1d65505400e568a045c828c9ebe365,223-222@5xc-jxr-tgk,,2018-10-15
ggIKAAAAIAAJ,0458c3951717674478e460e710795999,222-222@5xc-kkw-bzf,2018-06-28,2018-07-03
FRgQAAAAIAAJ,7aa5de5eb7e3a8906fcb0f44c6219d89,226-222@5xc-kc4-fpv,2018-01-31,1819-11-22
9pZWAAAAcAAJ,2ca509669507d6be962dbc35d4c126f4,222-222@5xc-jv5-nt9,2018-08-06,2018-09-02
72iwAAAAIAAJ,4251db1db30a6af2415f48df8845b0d7,226-222@5xc-jxj-7yv,2018-11-07,2018-11-18
_fjaJ6XXAAQC,c349501bddd8d9f314b810e85571211c,223-222@5xc-jxr-tgk,2018-06-01,2018-06-17
WBZ4DAAAQBAJ,0595dbff9db8b4dda5f1085fa7699dce,zzw-222@5xc-knn-c5z,2018-09-03,2018-09-24
WBZ4DAAAQBAJ,7db8109cb270adcfff51d74c5e31456e,223-222@5xc-jxr-tgk,2018-12-14,2019-01-07
bRY9AAAAYAAJ,b5dec30b2dc810467e7c4f927ffb51e8,zzw-222@5xc-jv4-789,2018-11-21,1800-04-28
2hoDAAAAQAAJ,95184488d051a544b0949f0dd743e649,22d-222@5xc-kcy-8sq,2018-06-09,2018-06-14
NwJbse1KaDMC,1db60c8c58b9242daa99a6f45cc2941e,222-222@5xc-jv5-nt9,2018-08-24,2018-09-13
egEeAQAAIAAJ,4a57145509eebcbed83459734e8580a0,zzw-223@5xc-jv7-ct9,2018-08-17,2018-08-24
trqPlpLpjyAC,b4adbd03b78617451d9d0928d3a8ab24,23v-222@5xc-jv7-v4v,2018-04-27,2018-05-15
BdxRAQAAMAAJ,49569cf8c5aad00f009591b600df747b,223-222@5xc-jxr-tgk,2018-12-12,2018-12-26
VWG8AQAAQBAJ,6829462347e547d601159e7dff320080,223-222@5xc-jxr-tgk,2018-08-28,2018-09-21
sm2CDwAAQBAJ,ad586224603a96533e48b2e74635ea51,228-222@5xc-jtz-hwk,2018-05-04,2018-05-23
P2FYAAAAMAAJ,552809fd768c34ea8ba24296cac39c50,225-222@5xc-jtz-hkf,2018-05-18,2018-06-07
5JJMAQAAMAAJ,8b42cbc6a832e39ef9827cf12f19b8e4,226-222@5xc-kc4-fpv,2018-06-17,2018-06-29
Xy5RAAAAYAAJ,ffb6e104f45bec621278c96cfd1468cb,23v-222@5xc-jv7-v4v,2018-10-03,2018-10-08
P2FYAAAAMAAJ,ff8a8f78d126ef9f0abbaec691ca295a,225-222@5xc-jtz-hkf,2018-04-25,2018-05-01
gTygAAAAMAAJ,d98ec870a1873422af418ad59347844b,zzw-222@5xc-jv4-789,,2018-09-14
DMFS2GsTdO4C,a38a2420714cf58ca5c3b3c486cff888,225-222@5xc-jtz-hkf,2018-06-20,2018-07-05
TUAyAQAAMAAJ,448ab9c5979a7d104f51d334d59159e3,227-222@5xc-jww-btv,1804-12-07,2018-09-01
PjQDAAAAQAAJ,c1e257586e1b3dd898e09788a861c0f0,222-222@5xc-jv5-nt9,2018-11-01,2018-11-20
G4fBLKAh-IUC,4777d5817338bcd5fae0c675690167bb,zzw-222@5xc-jv4-789,2018-04-16,2116-12-06
gM80AQAAMAAJ,e7de601627cb76039c045bf935ce467b,225-222@5xc-jtz-hkf,2018-02-15,2018-02-28
TUAyAQAAMAAJ,ddcd0e239c4c888317dbadc8ad632d53,zzw-222@5xc-knn-c5z,2018-09-29,2018-10-16
kdDDAgAAQBAJ,87d0b05c9fbd84146788dba03c381d4e,226-222@5xc-kc4-fpv,2018-01-15,2018-02-04
5f1FAQAAMAAJ,e81414ea8a6660a37e642f71a6690e3c,226-222@5xc-jxj-7yv,2018-04-24,2018-10-19
TQpFnkku2poC,a1483a2d8fa5bd9301990df6e8cc177d,222-222@5xc-kkw-bzf,2018-07-28,2018-08-21
rb8fRXEk0z8C,67fb0464c5733cc46c0b2d29a6717cd5,zzw-222@5xc-jv4-789,2018-03-07,2018-03-20
